accepted_name,sources,synonym_count,synonyms,synonyms_detailed,contested_synonym_count,contested_synonyms,accepted_name_full,accepted_authority,family,genus,species,taxon_rank,description_year,cites_appendix,cites_full_note,wcvp_plant_name_id,wcvp_ipni_id,wfo_taxon_id,basionym,first_published,place_of_publication,geographic_area,classification,unique_to_source,raw_extras
Andinia barbacaprina,wfo,0,,,0,,Andinia barbacaprina Ocupa & S.Vieira-Uribe,Ocupa & S.Vieira-Uribe,Orchidaceae,Andinia,barbacaprina,species,2021,,,,,wfo-1000025462,,Lankesteriana 21: 298 (2021),,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""references"": ""https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77297707-1"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""wfo_nomenclatural_status"": ""Valid""}"
Andreettaea barberiana,wcvp,0,,,4,"Humboltia barberiana, Muscarella barberiana, Pleurothallis barberiana, Verapazia barbaeriana",Andreettaea barberiana (Rchb.f.) Karremans,(Rchb.f.) Karremans,Orchidaceae,Andreettaea,barberiana,Species,2023,,,3302030,77332602-1,,159396,(2023),Lankesteriana,Colombia to Ecuador,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""23(2): 203""}"
Andreettaea bota-caucanensis,wcvp,1,Muscarella bota-caucanensis,Muscarella bota-caucanensis [Homotypic; wcvp],0,,Andreettaea bota-caucanensis (Uribe Vélez & Sauleda) Karremans,(Uribe Vélez & Sauleda) Karremans,Orchidaceae,Andreettaea,bota-caucanensis,Species,2023,,,3302020,77332603-1,,548499,(2023),Lankesteriana,Colombia,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""23(2): 203""}"
Andreettaea fimbriata,wcvp,0,,,5,"Masdevallia fimbriata, Muscarella fimbriata, Pleurothallis setosa, Specklinia fimbriata, Specklinia setosa",Andreettaea fimbriata (Ames & C.Schweinf.) Pupulin,(Ames & C.Schweinf.) Pupulin,Orchidaceae,Andreettaea,fimbriata,Species,2023,,,3311929,77336122-1,,121373,(2023),Lankesteriana,S. Mexico to C. America,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""23(Suppl.): 43""}"
Angraecopsis parviﬂora (Thouars) Schltr.,cites_pdf,1,Angraecum parviﬂorum Thouars,Angraecum parviﬂorum Thouars [Unknown; cites_pdf],0,,Angraecopsis parviﬂora (Thouars) Schltr.,,Orchidaceae,Angraecopsis,parviﬂora (Thouars) Schltr.,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""accepted_genus"": ""Angraecopsis"", ""page"": 41, ""y"": 96.4}"
Angraecum archangelicum,wcvp,0,,,0,,Angraecum archangelicum Hermans & Sieder,Hermans & Sieder,Orchidaceae,Angraecum,archangelicum,Species,2020,,,3300974,<NA>,,<NA>,(2020),Kew Bull.,Madagascar,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""volume_and_page"": ""75(4)-49: 1""}"
Angraecum aﬃne Schltr.,cites_pdf,0,,,1,Angraecum ligulatum,Angraecum aﬃne Schltr.,,Orchidaceae,Angraecum,aﬃne Schltr.,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""page"": 38, ""y"": 263.8}"
Angraecum eburneum subsp. eburneum,cites_pdf,1,Angraecum eburneum var. virens,Angraecum eburneum var. virens [Unknown; cites_pdf],1,Angraecum virens,Angraecum eburneum subsp. eburneum,,Orchidaceae,Angraecum,eburneum subsp. eburneum,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""page"": 34, ""y"": 479.0}"
Angraecum eburneum subsp. giryamae,cites_pdf,0,,,1,Angraecum giryamae,Angraecum eburneum subsp. giryamae (Rendle) Senghas & P.J.Cribb,(Rendle) Senghas & P.J.Cribb,Orchidaceae,Angraecum,eburneum subsp. giryamae,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""page"": 36, ""y"": 216.0}"
Angraecum edmundi,wcvp,1,Pectinariella edmundi,Pectinariella edmundi [Homotypic; wcvp],0,,Angraecum edmundi (Bosser ex Verlynde & Ramand.) Hermans & Verlynde,(Bosser ex Verlynde & Ramand.) Hermans & Verlynde,Orchidaceae,Angraecum,edmundi,Species,2020,,,3300975,<NA>,,526357,(2020),Kew Bull.,Madagascar,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""volume_and_page"": ""75(4)-49: 12""}"
Angraecum eichlerianum var. curvicalcaratum,cites_pdf,1,Eichlerangraecum eichlerianum var. curvicalcaratum,Eichlerangraecum eichlerianum var. curvicalcaratum [Unknown; cites_pdf],0,,Angraecum eichlerianum var. curvicalcaratum Szlach. & Olszewski,Szlach. & Olszewski,Orchidaceae,Angraecum,eichlerianum var. curvicalcaratum,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""accepted_genus"": ""Angraecum"", ""page"": 330, ""y"": 311.6}"
Angraecum eichlerianum var. eichlerianum,cites_pdf,0,,,1,Angraecum arnoldianum,Angraecum eichlerianum var. eichlerianum,,Orchidaceae,Angraecum,eichlerianum var. eichlerianum,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""page"": 30, ""y"": 502.9}"
Angraecum hermanni,wcvp,2,"Mystacidium hermanni, Pectinariella hermanni","Mystacidium hermanni [Homotypic; wcvp], Pectinariella hermanni [Homotypic; wcvp]",0,,Angraecum hermanni (Cordem.) Schltr.,(Cordem.) Schltr.,Orchidaceae,Angraecum,hermanni,Species,1915,,,9452,616174-1,,132937,(1915),"Beih. Bot. Centralbl., Abt. 2.",Réunion,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphytic subshrub"", ""volume_and_page"": ""33: 434""}"
Angraecum macilentum,cites_csv,0,,,0,,Angraecum macilentum Frapp.,Frapp.,Orchidaceae,Angraecum,macilentum,,,II,,,,,,,,Réunion,unambiguous_accepted,cites_csv,"{""All_DistributionISOCodes"": ""RE"", ""NativeDistributionFullNames"": ""Réunion""}"
Angraecum mahajangense,wcvp,0,,,0,,Angraecum mahajangense Junginger,Junginger,Orchidaceae,Angraecum,mahajangense,Species,2024,,,3317938,77351579-1,,<NA>,(2024),OrchideenJ.,Madagascar,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""volume_and_page"": ""11(1)-e: 21""}"
Angraecum multiﬂorum Thouars,cites_pdf,7,"Aerobion multiﬂorum (Thouars) Spreng., Angraecum caulescens var. multiﬂorum, Epidorkis multiﬂora (Thouars) Kuntze, Gomphocentrum multiﬂorum (Thouars) Szlach., Mytnik & Grochocka., Monixus multiﬂorus (Thouars) Finet., Mystacidium caulescens var. multiﬂorum, Mystacidium multiﬂorum (Thouars) Cordem.","Aerobion multiﬂorum (Thouars) Spreng. [Unknown; cites_pdf], Angraecum caulescens var. multiﬂorum [Unknown; cites_pdf], Epidorkis multiﬂora (Thouars) Kuntze [Unknown; cites_pdf], Gomphocentrum multiﬂorum (Thouars) Szlach., Mytnik & Grochocka. [Unknown; cites_pdf], Monixus multiﬂorus (Thouars) Finet. [Unknown; cites_pdf], Mystacidium caulescens var. multiﬂorum [Unknown; cites_pdf], Mystacidium multiﬂorum (Thouars) Cordem. [Unknown; cites_pdf]",0,,Angraecum multiﬂorum Thouars,,Orchidaceae,Angraecum,multiﬂorum Thouars,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""accepted_genus"": ""Angraecum"", ""page"": 21, ""y"": 227.9}"
Angraecum polyphemus,wcvp,0,,,0,,Angraecum polyphemus Hermans & Verlynde,Hermans & Verlynde,Orchidaceae,Angraecum,polyphemus,Species,2020,,,3300976,<NA>,,<NA>,(2020),Kew Bull.,Madagascar,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""volume_and_page"": ""75(4)-49: 2""}"
Angraecum pseudoﬁlicornu H.Perrier,cites_pdf,1,"Arachnangraecum pseudoﬁlicornu (H.Perrier) Szlach., Mytnik & Grochocka.","Arachnangraecum pseudoﬁlicornu (H.Perrier) Szlach., Mytnik & Grochocka. [Unknown; cites_pdf]",0,,Angraecum pseudoﬁlicornu H.Perrier,,Orchidaceae,Angraecum,pseudoﬁlicornu H.Perrier,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""accepted_genus"": ""Angraecum"", ""page"": 51, ""y"": 287.7}"
Angraecum pygmaeum,cites_csv,0,,,0,,Angraecum pygmaeum Linden,Linden,Orchidaceae,Angraecum,pygmaeum,,,II,,,,,,,,Japan,unambiguous_accepted,cites_csv,"{""All_DistributionISOCodes"": ""JP"", ""NativeDistributionFullNames"": ""Japan""}"
Angraecum rotundifolium,wcvp,0,,,0,,Angraecum rotundifolium Hermans,Hermans,Orchidaceae,Angraecum,rotundifolium,Species,2020,,,3300977,<NA>,,<NA>,(2020),Kew Bull.,Madagascar,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""volume_and_page"": ""75(4)-49: 8""}"
Angraecum scroticalcar,wcvp,1,Pectinariella scroticalcar,Pectinariella scroticalcar [Homotypic; wcvp],0,,Angraecum scroticalcar (Verlynde & Ramand.) Hermans & Verlynde,(Verlynde & Ramand.) Hermans & Verlynde,Orchidaceae,Angraecum,scroticalcar,Species,2020,,,3300978,<NA>,,526364,(2020),Kew Bull.,Madagascar,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""volume_and_page"": ""75(4)-49: 12""}"
Angraecum sesquipedale var. angustifolium,cites_pdf,0,,,2,"Angraecum bosseri, Macroplectrum bosseri",Angraecum sesquipedale var. angustifolium Bosser & Morat,Bosser & Morat,Orchidaceae,Angraecum,sesquipedale var. angustifolium,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""page"": 31, ""y"": 395.3}"
Angraecum sinuatiﬂorum H.Perrier,cites_pdf,1,"Boryangraecum sinuatiﬂorum (H.Perrier) Szlach., Mytnik & Grochocka.","Boryangraecum sinuatiﬂorum (H.Perrier) Szlach., Mytnik & Grochocka. [Unknown; cites_pdf]",0,,Angraecum sinuatiﬂorum H.Perrier,,Orchidaceae,Angraecum,sinuatiﬂorum H.Perrier,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""accepted_genus"": ""Angraecum"", ""page"": 56, ""y"": 455.1}"
Angraecum veitchii,wcvp,0,,,0,,Angraecum × veitchii Mast.,Mast.,Orchidaceae,Angraecum,veitchii,Species,1899,,,536965,77213100-1,,<NA>,(1899),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 25: 31""}"
Angraecum viridiﬂorum Cordem.,cites_pdf,1,"Lesliegraecum viridiﬂorum (Cordem.) Szlach., Mytnik & Grochocka.","Lesliegraecum viridiﬂorum (Cordem.) Szlach., Mytnik & Grochocka. [Unknown; cites_pdf]",0,,Angraecum viridiﬂorum Cordem.,,Orchidaceae,Angraecum,viridiﬂorum Cordem.,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""accepted_genus"": ""Angraecum"", ""page"": 396, ""y"": 538.8}"
Angraecum yuccifolium,cites_csv,0,,,0,,Angraecum yuccifolium Bojer,Bojer,Orchidaceae,Angraecum,yuccifolium,,,II,,,,,,,,Mauritius,unambiguous_accepted,cites_csv,"{""All_DistributionISOCodes"": ""MU"", ""NativeDistributionFullNames"": ""Mauritius""}"
Angraecum ﬁlicornu Thouars,cites_pdf,2,"Aerobion ﬁlicornu (Thouars) Spreng., Pseudojumellea ﬁlicornu (Thouars) Szlach., Mytnik & Grochocka","Aerobion ﬁlicornu (Thouars) Spreng. [Unknown; cites_pdf], Pseudojumellea ﬁlicornu (Thouars) Szlach., Mytnik & Grochocka [Unknown; cites_pdf]",1,Aeranthes thouarsii,Angraecum ﬁlicornu Thouars,,Orchidaceae,Angraecum,ﬁlicornu Thouars,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""accepted_genus"": ""Angraecum"", ""page"": 15, ""y"": 526.8}"
Angraecum ﬂavidum Bosser,cites_pdf,1,"Boryangraecum ﬂavidum (Bosser) Szlach., Mytnik & Grochocka. .","Boryangraecum ﬂavidum (Bosser) Szlach., Mytnik & Grochocka. . [Unknown; cites_pdf]",0,,Angraecum ﬂavidum Bosser,,Orchidaceae,Angraecum,ﬂavidum Bosser,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""accepted_genus"": ""Angraecum"", ""page"": 56, ""y"": 335.5}"
Angraecum ﬂoribundum Bosser,cites_pdf,1,"Lemurangis ﬂoribunda (Bosser) Szlach., Mytnik & Grochocka","Lemurangis ﬂoribunda (Bosser) Szlach., Mytnik & Grochocka [Unknown; cites_pdf]",0,,Angraecum ﬂoribundum Bosser,,Orchidaceae,Angraecum,ﬂoribundum Bosser,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""accepted_genus"": ""Angraecum"", ""page"": 395, ""y"": 419.2}"
Angraecum ﬂorulentum Rchb.f.,cites_pdf,1,"Pseudojumellea ﬂorulenta (Rchb.f.) Szlach., Mytnik & Grochocka","Pseudojumellea ﬂorulenta (Rchb.f.) Szlach., Mytnik & Grochocka [Unknown; cites_pdf]",0,,Angraecum ﬂorulentum Rchb.f.,,Orchidaceae,Angraecum,ﬂorulentum Rchb.f.,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""accepted_genus"": ""Angraecum"", ""page"": 475, ""y"": 383.3}"
Anguloa intermedia,wcvp,0,,,0,,Anguloa × intermedia Rolfe,Rolfe,Orchidaceae,Anguloa,intermedia,Species,1888,,,9790,616509-1,,<NA>,(1888),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 3: 798""}"
Anguloa madouxiana,wcvp,0,,,0,,Anguloa × madouxiana Lindl.,Lindl.,Orchidaceae,Anguloa,madouxiana,Species,1894,,,9793,616512-1,,<NA>,(1894),J. Orchidées,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": ""5: 124""}"
Anoectochilus argyroneurus,wcvp,1,Anoectochilus lobbii,Anoectochilus lobbii [Heterotypic; wcvp],0,,Anoectochilus argyroneurus K.Koch & Lauche,K.Koch & Lauche,Orchidaceae,Anoectochilus,argyroneurus,,,,,10148,,,,,,,unambiguous_accepted,wcvp,
Anoectochilus buqunhuensis,wcvp,0,,,0,,Anoectochilus × buqunhuensis H.Z.Tian & C.Xing Li,H.Z.Tian & C.Xing Li,Orchidaceae,Anoectochilus,buqunhuensis,Species,2024,,,3312065,77354463-1,,<NA>,(2024),Phytotaxa,Tibet,unambiguous_accepted,wcvp,"{""climate_description"": ""subtropical"", ""hybrid"": true, ""lifeform_description"": ""rhizomatous geophyte"", ""volume_and_page"": ""678: 50""}"
Anoectochilus geniculata,wfo,0,,,0,,Anoectochilus geniculata Ridl.,Ridl.,Orchidaceae,Anoectochilus,geniculata,species,1896,,,,,wfo-0000216692,,"J. Linn. Soc., Bot. 32: 406 (1896)",,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""references"": ""https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:616576-1"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: wcs Update namepublishedIn from J. Linn. Soc., Bot. 32: 406. 1896 to J. Linn. Soc., Bot. 32: 406 (1896), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/"", ""tplId"": ""kew-10180"", ""wfo_nomenclatural_status"": ""Valid""}"
Anoectochilus lalashanensis,wcvp,0,,,0,,Anoectochilus lalashanensis S.S.Ying,S.S.Ying,Orchidaceae,Anoectochilus,lalashanensis,Species,2023,,,3302038,77331978-1,,<NA>,(2023),New Taxa New Names,Taiwan,unambiguous_accepted,wcvp,"{""climate_description"": ""subtropical"", ""lifeform_description"": ""perennial or rhizomatous geophyte"", ""volume_and_page"": ""6: 537""}"
Anoectochilus semiresupinatus,wcvp,0,,,0,,Anoectochilus semiresupinatus T.C.Hsu & S.W.Chung,T.C.Hsu & S.W.Chung,Orchidaceae,Anoectochilus,semiresupinatus,Species,2017,,,3302008,77314617-1,,<NA>,(2017),Ill. Fl. Taiwan,Taiwan,unambiguous_accepted,wcvp,"{""climate_description"": ""subtropical"", ""lifeform_description"": ""perennial"", ""volume_and_page"": ""1: 294""}"
Anoectochilus yatesae,wfo,0,,,0,,Anoectochilus yatesae F.M.Bailey,F.M.Bailey,Orchidaceae,Anoectochilus,yatesae,species,1907,,,,,wfo-0000217531,,Queensland Agric. J. xix. 148 (1907).,,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: wcs Updated scientificName from Anoectochilus yatesiae to Anoectochilus yatesae, according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco"", ""tplId"": ""kew-10260"", ""wfo_nomenclatural_status"": ""Valid""}"
Anoectochilus zhongshanensis,wcvp,0,,,0,,Anoectochilus zhongshanensis C.Jian Zheng & Yan B.Wu,C.Jian Zheng & Yan B.Wu,Orchidaceae,Anoectochilus,zhongshanensis,Species,2023,,,3301408,77329347-1,,<NA>,(2023),PhytoKeys,China (Guangxi),unambiguous_accepted,wcvp,"{""climate_description"": ""subtropical"", ""lifeform_description"": ""rhizomatous geophyte"", ""volume_and_page"": ""234: 208""}"
Apostasia fujianica,wcvp,0,,,0,,Apostasia fujianica Yuan Y.Li & S.R.Lan,Yuan Y.Li & S.R.Lan,Orchidaceae,Apostasia,fujianica,Species,2023,,,3301989,77313878-1,,<NA>,(2023),Phytotaxa,China (Fujian),unambiguous_accepted,wcvp,"{""climate_description"": ""subtropical"", ""lifeform_description"": ""perennial or rhizomatous geophyte"", ""volume_and_page"": ""583: 281""}"
Appendicula sepikana,wfo,0,,,0,,Appendicula sepikana Schltr.,Schltr.,Orchidaceae,Appendicula,sepikana,species,1922,,,,,wfo-0000252112,,Bot. Jahrb. Syst. 58: 90 (1922),,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""references"": ""https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:616959-1"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: wcs Update namepublishedIn from Bot. Jahrb. Syst. 58(1): 90. 1922 [1 Dec 1922] to Bot. Jahrb. Syst. 58: 90 (1922), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.o"", ""tplId"": ""kew-13575"", ""wfo_nomenclatural_status"": ""Valid""}"
Appendicula spicata,wcvp,0,,,0,,Appendicula spicata Aver. & Vuong,Aver. & Vuong,Orchidaceae,Appendicula,spicata,Species,2024,,,3313479,77344702-1,,<NA>,(2024),Phytotaxa,Vietnam,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""658: 32""}"
Appendicula tubilaria,wfo,0,,,0,,Appendicula tubilaria J.J.Wood,J.J.Wood,Orchidaceae,Appendicula,tubilaria,species,2011,,,,,wfo-0000922912,,Orchids Mount Kinabalu 2: 39 (2011),,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""references"": ""https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77113742-1"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: wcs Update namepublishedIn from Orchids Mount Kinabalu 2: 39 (-42; fig. 2.19, pl. 3E). 2011 [11 Jan 2011] to Orchids Mount Kinabalu 2: 39 (2011), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a"", ""tplId"": ""kew-468587"", ""wfo_nomenclatural_status"": ""Valid""}"
Arachnis cathcarthii,wfo,0,,,3,"Arachnanthe cathcartii, Esmeralda cathcartii, Vanda cathcartii",Arachnis cathcarthii (Lindl.) J.J.Sm.,(Lindl.) J.J.Sm.,Orchidaceae,Arachnis,cathcarthii,species,,,,,,wfo-0000253158,,Natuurk. Tijdschr. Ned.-Indië 72: 75,,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""originalNameUsageID"": ""wfo-0000330995"", ""references"": ""https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:617007-1"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: wcs Update namepublishedIn from Natuurk. Tijdschr. Ned.-Indië 72(1): 75. 1912 to Natuurk. Tijdschr. Ned.-Indië 72: 75 (1912), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.t"", ""tplId"": ""kew-13675"", ""wfo_nomenclatural_status"": ""Valid""}"
Arachnis labrosa var. labrosa,cites_pdf,0,,,2,"Renanthera bilinguis, Renanthera leptantha",Arachnis labrosa var. labrosa,,Orchidaceae,Arachnis,labrosa var. labrosa,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""accepted_genus"": ""Arachnis"", ""page"": 476, ""y"": 526.8}"
Arachnis x,cites_pdf,1,Renanthera x,Renanthera x [Unknown; cites_pdf],0,,Arachnis x maingayi (Hook.f.) Schltr.,maingayi (Hook.f.) Schltr.,Orchidaceae,Arachnis,x,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""accepted_genus"": ""Arachnis"", ""page"": 477, ""y"": 156.2}"
Arachnis ﬂos-aeris (L.) Rchb.f.,cites_pdf,1,Renanthera ﬂos-aeris (L.) Rchb.f.,Renanthera ﬂos-aeris (L.) Rchb.f. [Unknown; cites_pdf],4,"Aerides arachnites, Aerides matutina, Renanthera arachnites, Renanthera moschifera",Arachnis ﬂos-aeris (L.) Rchb.f.,,Orchidaceae,Arachnis,ﬂos-aeris (L.) Rchb.f.,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""accepted_genus"": ""Arachnis"", ""page"": 15, ""y"": 765.9}"
Arundina graminifolia subsp. graminifolia,cites_pdf,0,,,2,"Cymbidium meyenii, Cymbidium speciosum",Arundina graminifolia subsp. graminifolia,,Orchidaceae,Arundina,graminifolia subsp. graminifolia,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""accepted_genus"": ""Arundina"", ""page"": 224, ""y"": 132.3}"
Barkeria wixarika,wcvp,0,,,0,,Barkeria wixarika León-Peralta & Pérez-García,León-Peralta & Pérez-García,Orchidaceae,Barkeria,wixarika,Species,2024,,,3312665,77352574-1,,<NA>,(2024),Phytotaxa,Mexico (Nayarit),unambiguous_accepted,wcvp,"{""climate_description"": ""seasonally dry tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""674: 266""}"
Beclardia macrostachys,wfo,9,"Aeranthes brachystachya, Aeranthes macrostachys, Beclardia brachystachya, Epidendrum brachystachyum, Epidendrum macrostachys, Epidorkis brachystachya, Epidorkis macrostachys, Oeonia brachystachya, Oeonia macrostachys","Aeranthes brachystachya [Unknown; wfo], Aeranthes macrostachys [Unknown; wfo], Beclardia brachystachya [Unknown; wfo], Epidendrum brachystachyum [Unknown; wfo], Epidendrum macrostachys [Unknown; wfo], Epidorkis brachystachya [Unknown; wfo], Epidorkis macrostachys [Unknown; wfo], Oeonia brachystachya [Unknown; wfo], Oeonia macrostachys [Unknown; wfo]",6,"Aerides macrostachyon, Beclardia erostris, Epidorkis brachystepis, Epidorkis macrostepis, Oeonia erostris, Rhaphidorhynchus macrostachys",Beclardia macrostachys (Thouars) A.Rich.,(Thouars) A.Rich.,Orchidaceae,Beclardia,macrostachys,species,1828,,,,,wfo-0000323326,,Mém. Soc. Hist. Nat. Paris 4: 70 (1828),,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""originalNameUsageID"": ""wfo-1000053801"", ""references"": ""https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:617464-1"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: wcs Update namepublishedIn from Mém. Soc. Hist. Nat. Paris 4: 70. 1828 to Mém. Soc. Hist. Nat. Paris 4: 70 (1828), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist"", ""tplId"": ""kew-20408"", ""wfo_nomenclatural_status"": ""Valid""}"
